id,product_name,current_price,list_price,brand,category,cpu,ram,storage,screen_size,screen_resolution,os,software,average_rating,product_url
363,"Laptop Acer Aspire Lite 14 AL14 71P 55P9 - NX.D7USV.001 (i5 13500H, 16GB, 512GB, Full HD+, Win11)",,,Acer,Laptop,i5 13500H,16GB,512GB,N/A,Full HD,Windows 11,N/A,5.0,https://www.thegioididong.com/laptop/acer-aspire-lite-14-al14-71p-55p9-i5-13500h-nxd7usv001?utm_flashsale=1
364,"Laptop Lenovo Gaming LOQ 15ARP9 - 83JC00LVVN (R5 7235HS, 16GB, 512GB, RTX 3050 6GB, Full HD 144Hz, Win11)",22690000.0,23490000.0,Lenovo,Laptop,R5 7235HS,16GB,512GB,N/A,Full HD,Windows 11,N/A,5.0,https://www.thegioididong.com/laptop/lenovo-gaming-loq-15arp9-r5-83jc00lvvn
365,"Laptop Acer Aspire Lite 15 AL15 42P R50R - NX.D34SV.004 (R5 7430U, 16GB, 512GB, Full HD, Win11)",,,Acer,Laptop,R5 7430U,16GB,512GB,N/A,Full HD,Windows 11,N/A,5.0,https://www.thegioididong.com/laptop/acer-aspire-lite-15-al15-42p-r50r-r5-7430u-nxd34sv004?utm_flashsale=1
366,"Laptop Lenovo Gaming LOQ 15IRX9 - 83DV01ANVN (i5 13450HX, 16GB, 1TB, RTX 3050 6GB, Full HD 144Hz, Win11)",25690000.0,26990000.0,Lenovo,Laptop,i5 13450HX,16GB,1TB,N/A,Full HD,Windows 11,N/A,5.0,https://www.thegioididong.com/laptop/lenovo-gaming-loq-15irx9-i5-83dv01anvn
367,"Laptop HP VICTUS 15 fb3115AX - BX9C9PA (R7 7445HS, 16GB, 512GB, RTX4050 6GB, Full HD 144Hz, Win11)",24690000.0,27990000.0,HP,Laptop,R7 7445HS,16GB,512GB,N/A,Full HD,Windows 11,N/A,5.0,https://www.thegioididong.com/laptop/hp-victus-15-fb3115ax-r7-7445hs-bx9c9pa
368,"Laptop Asus Vivobook S14 S3407VA - LY053W (i7 13620H, 16GB, 512GB, WUXGA, Win11)",,,Asus,Laptop,i7 13620H,16GB,512GB,N/A,WUXGA,Windows 11,N/A,5.0,https://www.thegioididong.com/laptop/asus-vivobook-s14-s3407va-i7-13620h-ly053w
369,"Laptop Acer Aspire Lite 15 AL15 42P R86Y - NX.D3QSV.003 (R7 7730U, 16GB, 512GB, Full HD, Win11)",,,Acer,Laptop,R7 7730U,16GB,512GB,N/A,Full HD,Windows 11,N/A,5.0,https://www.thegioididong.com/laptop/acer-aspire-lite-15-al15-42p-r86y-r7-7730u-nxd3qsv003?utm_flashsale=1
370,"Laptop Asus Zenbook S16 UM5606KA - RK127WS (R7 AI 350, 24GB, 1TB, 2.8K 120Hz, OfficeH24+365, Win11)",,,Asus,Laptop,N/A,24GB,1TB,N/A,2.8K,Windows 11,OfficeH24+365,5.0,https://www.thegioididong.com/laptop/asus-zenbook-s16-um5606ka-r7-ai-350-rk127ws
371,"Laptop Asus Vivobook 15 X1504V - NJ023W (i7 1355U, 16GB, 512GB, Full HD, Win11)",18390000.0,22590000.0,Asus,Laptop,i7 1355U,16GB,512GB,N/A,Full HD,Windows 11,N/A,4.9,https://www.thegioididong.com/laptop/asus-vivobook-15-x1504va-nj023w
372,Laptop MacBook Air 13 inch M4 32GB/256GB,34990000.0,36290000.0,MacBook,Laptop,N/A,32GB,256GB,13 inch,N/A,macOS,N/A,5.0,https://www.thegioididong.com/laptop/macbook-air-13-inch-m4-32gb-256gb
373,"Laptop Samsung XE340XDA-KA1VN (N4500, 4GB, 32GB, HD, ChromeOS)",8790000.0,11790000.0,Samsung,Laptop,N/A,4GB,N/A,N/A,N/A,N/A,N/A,5.0,https://www.thegioididong.com/laptop/samsung-galaxy-chromebook-go-xe340xda-n4500
374,"Laptop Samsung XE310XDA-KA1VN (N4500, 4GB, 32GB, HD, ChromeOS)",7890000.0,9890000.0,Samsung,Laptop,N/A,4GB,N/A,N/A,N/A,N/A,N/A,5.0,https://www.thegioididong.com/laptop/samsung-galaxy-chromebook-go-xe310xda-n4500
375,Laptop MacBook Pro 14 inch Nano M4 Max 36GB/1TB,79790000.0,82090000.0,MacBook,Laptop,N/A,36GB,1TB,14 inch,N/A,macOS,N/A,5.0,https://www.thegioididong.com/laptop/macbook-pro-14-nano-m4-max-36-1t
376,Laptop MacBook Air 13 inch M4 24GB/512GB,35490000.0,36290000.0,MacBook,Laptop,N/A,24GB,512GB,13 inch,N/A,macOS,N/A,5.0,https://www.thegioididong.com/laptop/macbook-air-13-inch-m4-24gb-512gb
377,"Laptop Asus Zenbook 14 UM3406KA - PP590WS (R7 AI 350, 32GB, 1TB, 3K OLED, 120Hz, OfficeH24+365, Win11)",30490000.0,32390000.0,Asus,Laptop,N/A,32GB,1TB,N/A,N/A,Windows 11,OfficeH24+365,5.0,https://www.thegioididong.com/laptop/asus-zenbook-14-um3406ka-r7-ai-350-pp590ws
378,"Laptop Dell Vostro 3520 - 71030559 (i5 1235U, 16GB, 512GB, 15.6""F, 120Hz, OfficeHS, Win11)",15990000.0,16690000.0,Dell,Laptop,i5 1235U,16GB,512GB,N/A,N/A,Windows 11,OfficeHS,4.9,https://www.thegioididong.com/laptop/dell-vostro-3520-i5-71030559
379,"Laptop Dell Inspiron 15 3530 - P16WD2 (i5 1334U, 16GB, 512GB, Full HD 120Hz, OfficeHS, Win11)",17490000.0,18790000.0,Dell,Laptop,i5 1334U,16GB,512GB,N/A,Full HD,Windows 11,OfficeHS,5.0,https://www.thegioididong.com/laptop/dell-inspiron-15-3530-i5-p16wd2
380,"Laptop HP Elitebook X360 830 G11 - A7RC0PT (Ultra 7 165U, 16GB, 512GB, WUXGA, Cảm ứng, Win11 Pro)",44390000.0,48090000.0,HP,Laptop,N/A,16GB,512GB,N/A,WUXGA,Windows 11,N/A,5.0,https://www.thegioididong.com/laptop/hp-elitebook-x360-830-g11-ultra-7-a7rc0pt
381,Laptop MacBook Air 13 inch M2 24GB/512GB,,,MacBook,Laptop,N/A,24GB,512GB,13 inch,N/A,macOS,N/A,5.0,https://www.thegioididong.com/laptop/macbook-air-13-m2-24gb-512gb?utm_flashsale=1
382,"Laptop Asus Zenbook 14 UM3406KA - PP113WS (R7 AI 350, 16GB, 512GB, 2.8K 120Hz, OfficeH24+365, Win11)",27490000.0,28490000.0,Asus,Laptop,N/A,16GB,512GB,N/A,2.8K,Windows 11,OfficeH24+365,5.0,https://www.thegioididong.com/laptop/asus-zenbook-14-um3406ka-r7-ai-350-pp113ws
383,"Laptop HP OmniBook UF 14 fh0097TU - BZ7S3PA (Ultra 7 258V, 32GB, 1TB, 2.8K OLED 120Hz, Cảm ứng, OfficeH24, Win11)",49390000.0,52890000.0,HP,Laptop,N/A,32GB,1TB,N/A,2.8K,Windows 11,OfficeH24,5.0,https://www.thegioididong.com/laptop/hp-omnibook-uf-14-fh0097tu-ultra-7-258v-bz7s3pa
384,"Laptop Lenovo Gaming Legion 7 16IAX10 - 83KY001VVN (Ultra 9 275HX, 32GB, 1TB, RTX 5070 8GB, WQXGA OLED 240Hz, OfficeH24, Win11)",68990000.0,70990000.0,Lenovo,Laptop,N/A,32GB,1TB,N/A,N/A,Windows 11,OfficeH24,5.0,https://www.thegioididong.com/laptop/lenovo-gaming-legion-7-16iax10-ultra-9-275hx-83ky001vvn
385,"Laptop Lenovo Gaming Legion 5 15AHP10 - 83M00030VN (R7 260, 24GB, 1TB, RTX 5060 8GB, WQXGA OLED 165Hz, OfficeH24, Win11)",41990000.0,43990000.0,HP,Laptop,N/A,24GB,1TB,N/A,N/A,Windows 11,OfficeH24,5.0,https://www.thegioididong.com/laptop/lenovo-gaming-legion-5-15ahp10-r7-260-83m00030vn
386,"Laptop HP Probook 4 G1i 16 - BQ5E6PT (Ultra 7 255H, 16GB, 512GB, WUXGA, Cảm ứng, Win11)",29990000.0,30990000.0,HP,Laptop,N/A,16GB,512GB,N/A,WUXGA,Windows 11,N/A,5.0,https://www.thegioididong.com/laptop/hp-probook-4-g1i-16-ultra-7-255h-bq5e6pt
387,"Laptop Asus Vivobook S16 S3607CA - SH082WS (Ultra 5 225H, 16GB, 512GB, Full HD OLED, OfficeH24+365, Win11)",22990000.0,23990000.0,Asus,Laptop,N/A,16GB,512GB,N/A,Full HD,Windows 11,OfficeH24+365,5.0,https://www.thegioididong.com/laptop/asus-vivobook-s16-s3607ca-ultra-5-225h-sh082ws
388,"Laptop HP Elitebook X360 830 G11 - A7RB9PT (Ultra 5 135U, 16GB, 512GB, WUXGA, Cảm ứng, Win11 Pro)",39990000.0,43190000.0,HP,Laptop,N/A,16GB,512GB,N/A,WUXGA,Windows 11,N/A,5.0,https://www.thegioididong.com/laptop/hp-elitebook-x360-830-g11-ultra-5-a7rb9pt
389,Laptop MacBook Pro 14 inch Nano M4 16GB/512GB,41690000.0,42890000.0,MacBook,Laptop,N/A,16GB,512GB,14 inch,N/A,macOS,N/A,5.0,https://www.thegioididong.com/laptop/macbook-pro-14-nano-m4-16-512
390,"Laptop GIGABYTE AORUS 16X X6LAG - 9RX6LASGDDJIXDVN010 (i7 14650HX, 16GB, 1TB, RTX 4070 8GB, WQXGA 165Hz, Win11)",35890000.0,41290000.0,Gigabyte,Laptop,i7 14650HX,16GB,1TB,N/A,N/A,Windows 11,N/A,5.0,https://www.thegioididong.com/laptop/gigabyte-aorus-16x-x6lag-i7-9rx6lasgddjixdvn010
391,"Laptop Acer Gaming Predator Helios 18 AI PH18 73 98AQ - NH.QVWSV.001 (Ultra 9 275HX, 192GB, 6TB, RTX 5090 24GB, 4K 120Hz, Win11 Pro)",149990000.0,,Acer,Laptop,N/A,24GB,6TB,N/A,N/A,Windows 11,N/A,5.0,https://www.thegioididong.com/laptop/acer-predator-helios-18-ai-ph18-73-98aq-ultra-9-nhqvwsv001
392,"Laptop HP Elitebook Ultra G1q - B4PY1PT (X1E 78 100, 32GB, 1TB, 2.2K, Cảm ứng, Win11 Pro)",43590000.0,46090000.0,HP,Laptop,N/A,32GB,1TB,N/A,2K,Windows 11,N/A,5.0,https://www.thegioididong.com/laptop/hp-elitebook-ultra-g1q-x1e-78-100-b4py1pt
393,"Laptop GIGABYTE Gaming G6X 9KG C6LG - 9RC6L9KGHSJIX1VN000 (i7 13650HX, 16GB, 1TB, RTX 4060 8GB, WUXGA 165Hz, Win11)",31390000.0,31890000.0,Gigabyte,Laptop,i7 13650HX,16GB,1TB,N/A,WUXGA,Windows 11,N/A,5.0,https://www.thegioididong.com/laptop/gigabyte-g6x-9kg-c6lg-i7-9rc6l9kghsjix1vn000
394,"Laptop Asus Gaming ROG Strix G615JMR - S5155W (i7 14650HX, 32GB, 1TB, RTX5060 8GB, 2.5K 240Hz, Win11)",43690000.0,46190000.0,Asus,Laptop,i7 14650HX,32GB,1TB,N/A,N/A,Windows 11,N/A,5.0,https://www.thegioididong.com/laptop/asus-g615jmr-i7-14650hx-s5155w
395,"Laptop Lenovo Gaming Legion 7 16IAX10 - 83KY001UVN (Ultra 9 275HX, 32GB, 1TB, RTX 5060 8GB, WQXGA OLED 240Hz, OfficeH24, Win11)",62990000.0,64990000.0,Lenovo,Laptop,N/A,32GB,1TB,N/A,N/A,Windows 11,OfficeH24,5.0,https://www.thegioididong.com/laptop/lenovo-gaming-legion-7-16iax10-ultra-9-275hx-83ky001uvn
396,"Laptop HP Gaming OMEN 14 fb0135TX - AY8V1PA (Ultra 7 155H, 16GB, 1TB, RTX 4060 8GB, 2.8K OLED 120Hz, Win11)",57790000.0,64790000.0,HP,Laptop,N/A,16GB,1TB,N/A,2.8K,Windows 11,N/A,0.0,https://www.thegioididong.com/laptop/hp-omen-14-fb0135tx-ultra-7-ay8v1pa
397,"Laptop MSI Gaming Vector 16 HX AI A2XWIG - 062VN (Ultra 9 275HX, 16GB, 1TB, RTX 5080 16GB, QHD+ 240Hz, Win11)",70590000.0,,MSI,Laptop,N/A,16GB,1TB,N/A,QHD,Windows 11,N/A,0.0,https://www.thegioididong.com/laptop/msi-vector-16-hx-ai-a2xwig-ultra-9-062vn
398,"Laptop Acer Gaming Predator Helios 18 AI PH18 73 93P0 - NH.QVYSV.001 (Ultra 9 275HX, 64GB, 3TB, RTX 5080 12GB, 2.5K 250Hz, Win11 Pro)",99990000.0,,Acer,Laptop,N/A,64GB,3TB,N/A,N/A,Windows 11,N/A,5.0,https://www.thegioididong.com/laptop/acer-predator-helios-18-ai-ph18-73-93p0-ultra-9-nhqvysv001
399,"Laptop MSI Prestige 16 AI+ Mercedes AMG B2VMG - 088VN (Ultra 9 288V, 32GB, 2TB, UHD+ OLED 240Hz, Win 11)",49990000.0,,MSI,Laptop,N/A,32GB,2TB,N/A,N/A,N/A,N/A,5.0,https://www.thegioididong.com/laptop/msi-prestige-16-ai-mercedes-amg-b2vmg-ultra-9-288v-088vn
400,"Laptop MSI Stealth A16 Mercedes AMG AI+ A3XWGG - 032VN (R9 AI HX 370, 32GB, 2TB, RTX 5070 8GB, QHD+ OLED 240Hz, Win11)",78490000.0,,MSI,Laptop,N/A,32GB,2TB,N/A,QHD,Windows 11,N/A,0.0,https://www.thegioididong.com/laptop/msi-stealth-a16-mercedes-amg-ai-a3xwgg-r9-ai-hx-370-032vn
401,"Laptop Lenovo IdeaPad Slim 5 OLED 14IAH10 - 83NC001VVN (Ultra 5 225H, 16GB, 512GB, WUXGA OLED, Win11)",23990000.0,,Lenovo,Laptop,N/A,16GB,512GB,N/A,WUXGA,Windows 11,N/A,0.0,https://www.thegioididong.com/laptop/lenovo-ideapad-slim-5-oled-14iah10-ultra-5-83nc001vvn
402,"Laptop Lenovo IdeaPad Slim 5 OLED 14IAH10 - 83NC001WVN (Ultra 7 255H, 32GB, 512GB, WUXGA OLED, Win11)",28990000.0,,Lenovo,Laptop,N/A,32GB,512GB,N/A,WUXGA,Windows 11,N/A,0.0,https://www.thegioididong.com/laptop/lenovo-ideapad-slim-5-oled-14iah10-ultra-7-83nc001wvn
403,"Laptop Lenovo Yoga Slim 7 OLED 14ILL10 - 83JX0081VN (Ultra 7 258V, 32GB, 1TB, 2.8K OLED 120Hz, OfficeH24, Win11)",,,Lenovo,Laptop,N/A,32GB,1TB,N/A,2.8K,Windows 11,OfficeH24,0.0,https://www.thegioididong.com/laptop/lenovo-yoga-slim-7-oled-14ill10-ultra-7-258v-83jx0081vn?utm_flashsale=1
404,"Laptop Lenovo ThinkPad X1 2in1 Gen 10 - 21Q0003JVN (Ultra 7 255U, 32GB, 1TB, WUXGA, Cảm ứng, Win11Pro)",61590000.0,62090000.0,Lenovo,Laptop,N/A,32GB,1TB,N/A,WUXGA,Windows 11,N/A,0.0,https://www.thegioididong.com/laptop/lenovo-thinkpad-x1-2in1-gen-10-ultra-7-255u-21q0003jvn
405,"Laptop Lenovo Gaming Legion 5 15IRX10 - 83LY004GVN (i7 14700HX, 24GB, 1TB, RTX 5070 8GB, WQXGA OLED 165Hz, OfficeH24, Win11)",49990000.0,50190000.0,Lenovo,Laptop,i7 14700HX,24GB,1TB,N/A,N/A,Windows 11,OfficeH24,0.0,https://www.thegioididong.com/laptop/lenovo-gaming-legion-5-15irx10-i7-14700hx-83ly004gvn
406,"Laptop Lenovo Gaming Legion 5 15AHP10 - 83M0002YVN (R7 260, 16GB, 512GB, RTX 5050 8GB, WQXGA OLED 165Hz, Win11)",38990000.0,,HP,Laptop,N/A,16GB,512GB,N/A,N/A,Windows 11,N/A,0.0,https://www.thegioididong.com/laptop/lenovo-gaming-legion-5-15ahp10-r7-260-83m0002yvn
407,"Laptop Asus ROG Strix G16 G615JPR - S5107W (i7 14650HX, 32GB, 1TB, RTX 5070 8GB, 2.5K 240Hz, Win11)",49190000.0,51090000.0,Asus,Laptop,i7 14650HX,32GB,1TB,N/A,N/A,Windows 11,N/A,0.0,https://www.thegioididong.com/laptop/asus-rog-strix-g16-g615jpr-i7-14650hx-s5107w
408,"Laptop Asus Zenbook UX3405CA - PZ188WS (Ultra 7 255H, 32GB, 1TB, 3K OLED 120Hz, OfficeH24+365, Win11)",32990000.0,36390000.0,Asus,Laptop,N/A,32GB,1TB,N/A,N/A,Windows 11,OfficeH24+365,0.0,https://www.thegioididong.com/laptop/asus-zenbook-ux3405ca-ultra-7-255h-pz188ws
409,"Laptop GIGABYTE Gaming AERO X16 - GIGABYTE-AERO-X16-1VH93VNC94DH (R7 AI 350, 16GB, 1TB, RTX 5060 8GB, WQXGA 165Hz,Win11)",36590000.0,38690000.0,Gigabyte,Laptop,N/A,16GB,1TB,N/A,N/A,Windows 11,N/A,0.0,https://www.thegioididong.com/laptop/gigabyte-gaming-aero-x16-r7-ai-350-gigabyte-aero-x16-1vh93vnc94dh
410,"Laptop HP Probook 4 G1i 16 - BQ5D8PT (Ultra 5 225H, 16GB, 512GB, WUXGA, Cảm ứng, Win11)",25990000.0,26690000.0,HP,Laptop,N/A,16GB,512GB,N/A,WUXGA,Windows 11,N/A,0.0,https://www.thegioididong.com/laptop/hp-probook-4-g1i-16-ultra-5-225h-bq5d8pt
411,"Laptop HP EliteBook 6 G1i 13 - BQ9M3PT (Ultra 5 225U, 16GB, 512GB, WUXGA, Cảm ứng, Win11)",26490000.0,26990000.0,HP,Laptop,N/A,16GB,512GB,N/A,WUXGA,Windows 11,N/A,0.0,https://www.thegioididong.com/laptop/hp-elitebook-6-g1i-13-ultra-5-225u-bq9m3pt
412,"Laptop HP EliteBook 6 G1i 13 - BQ9Q3PT (Ultra 7 255U, 16GB, 512GB, WUXGA, Cảm ứng, Win11)",30490000.0,31190000.0,HP,Laptop,N/A,16GB,512GB,N/A,WUXGA,Windows 11,N/A,0.0,https://www.thegioididong.com/laptop/hp-elitebook-6-g1i-13-ultra-7-255u-bq9q3pt
413,"Laptop Asus Vivobook S14 M3407KA - SF032WS (R7 AI 350, 32GB, 512GB, WUXGA OLED, OfficeH24+365, Win11)",24790000.0,25990000.0,Asus,Laptop,N/A,32GB,512GB,N/A,WUXGA,Windows 11,OfficeH24+365,0.0,https://www.thegioididong.com/laptop/asus-vivobook-s14-m3407ka-r7-ai-350-sf032ws
414,"Laptop Asus Vivobook S16 S3607CA - SH083WS (Ultra 7 255H, 16GB, 512GB, Full HD OLED, OfficeH24+365, Win11)",25990000.0,26990000.0,Asus,Laptop,N/A,16GB,512GB,N/A,Full HD,Windows 11,OfficeH24+365,5.0,https://www.thegioididong.com/laptop/asus-vivobook-s16-s3607ca-ultra-7-255h-sh083ws
